grupo,acuracia_espacial,acuracia_forward,acuracia_viterbi,ganho_forward_pp,ganho_viterbi_pp
geral,0.8209791666666667,0.8564930555555555,0.8833888888888889,3.5513888888888845,6.240972222222219
primarias,0.8213888888888888,0.9108888888888889,0.9624444444444444,8.950000000000003,14.10555555555556
estresse,0.8205694444444445,0.8020972222222222,0.8043333333333333,-1.8472222222222223,-1.6236111111111118
