metrica,estimativa,ic95_inferior,ic95_superior,quantidade_sementes
diferenca_cobertura_pp,-1.6680555555555476,-2.0625000000000004,-1.272222222222219,1000
ganho_acuracia_seletiva_pp,9.539294770565398,9.068986194691789,10.014598653282254,1000
reducao_absoluta_erros_pp,7.955555555555556,7.555555555555555,8.359756944444444,1000
reducao_relativa_erros_pct,78.01688913102697,75.07546553688147,80.82384045691332,1000
