grupo,cobertura_espacial,cobertura_forward,diferenca_cobertura_pp,acuracia_seletiva_espacial,acuracia_seletiva_forward,ganho_acuracia_seletiva_pp,erros_espacial,erros_forward,reducao_absoluta_erros_pp,reducao_relativa_erros_pct
geral,0.8285486111111111,0.7757638888888889,-5.278472222222219,0.8765579032947507,0.9297824724733685,5.322456917861784,0.10227777777777777,0.05447222222222222,4.780555555555555,46.74090168386746
primarias,0.8291527777777777,0.8124722222222223,-1.6680555555555476,0.8770163654332568,0.9724093131389108,9.539294770565398,0.10197222222222223,0.022416666666666668,7.955555555555556,78.01688913102697
estresse,0.8279444444444445,0.7390555555555556,-8.888888888888891,0.876098772059317,0.8829211456062542,0.6822373546937266,0.10258333333333333,0.08652777777777777,1.6055555555555558,15.651232060655296
